ID,Latitude,Longitude
604189,46.67,-121.25
604190,46.67,-120.93
604191,46.67,-120.62
604192,46.67,-120.31
604193,46.67,-120
604194,46.67,-119.68
604195,46.67,-119.37
604196,46.67,-119.06
604197,46.67,-118.75
604198,46.67,-118.43
604199,46.67,-118.12
604200,46.67,-117.81
604201,46.67,-117.5
604202,46.67,-117.18
605332,46.986,-124.062
605333,46.98,-123.75
605334,46.98,-123.43
605335,46.98,-123.12
605336,46.98,-122.81
605337,46.98,-122.5
605338,46.98,-122.18
605339,46.98,-121.87
605340,46.98,-121.56
605341,46.98,-121.25
605342,46.98,-120.93
605343,46.98,-120.62
605344,46.98,-120.31
605345,46.98,-120
605346,46.98,-119.68
605347,46.98,-119.37
605348,46.98,-119.06
605349,46.98,-118.75
605350,46.98,-118.43
605351,46.98,-118.12
605352,46.98,-117.81
605353,46.98,-117.5
605354,46.98,-117.18
606483,47.298,-124.375
606484,47.29,-124.06
606485,47.29,-123.75
606486,47.29,-123.43
606487,47.29,-123.12
606488,47.298,-122.812
606489,47.298,-122.5
606490,47.29,-122.18
606491,47.29,-121.87
606492,47.29,-121.56
606493,47.29,-121.25
606494,47.29,-120.93
606495,47.29,-120.62
606496,47.29,-120.31
606497,47.29,-120
606498,47.29,-119.68
606499,47.29,-119.37
606500,47.29,-119.06
606501,47.29,-118.75
606502,47.29,-118.43
606503,47.29,-118.12
606504,47.29,-117.81
606505,47.29,-117.5
606506,47.29,-117.18
607635,47.61,-124.37
607636,47.61,-124.06
607637,47.61,-123.75
607638,47.61,-123.43
607639,47.61,-123.12
607640,47.61,-122.81
607641,47.61,-122.5
607642,47.61,-122.18
607643,47.61,-121.87
607644,47.61,-121.56
607645,47.61,-121.25
607646,47.61,-120.93
607647,47.61,-120.62
607648,47.61,-120.31
607649,47.61,-120
607650,47.61,-119.68
607651,47.61,-119.37
607652,47.61,-119.06
607653,47.61,-118.75
607654,47.61,-118.43
607655,47.61,-118.12
607656,47.61,-117.81
607657,47.61,-117.5
607658,47.61,-117.18
608786,47.922,-124.687
608787,47.92,-124.37
608788,47.92,-124.06
608789,47.92,-123.75
608790,47.92,-123.43
608791,47.92,-123.12
608792,47.92,-122.81
608793,47.922,-122.5
608794,47.92,-122.18
608795,47.92,-121.87
608796,47.92,-121.56
608797,47.92,-121.25
608798,47.92,-120.93
608799,47.92,-120.62
608800,47.92,-120.31
608801,47.92,-120
608802,47.92,-119.68
608803,47.92,-119.37
608804,47.92,-119.06
608805,47.92,-118.75
608806,47.92,-118.43
608807,47.92,-118.12
608808,47.92,-117.81
608809,47.92,-117.5
608810,47.92,-117.18
609938,48.23,-124.68
609939,48.23,-124.37
609940,48.234,-124.062
609941,48.234,-123.75
609942,48.234,-123.437
609943,48.234,-123.125
609944,48.234,-122.812
609945,48.23,-122.5
609946,48.23,-122.18
609947,48.23,-121.87
609948,48.23,-121.56
609949,48.23,-121.25
609950,48.23,-120.93
609951,48.23,-120.62
609952,48.23,-120.31
609953,48.23,-120
609954,48.23,-119.68
609955,48.23,-119.37
609956,48.23,-119.06
609957,48.23,-118.75
609958,48.23,-118.43
609959,48.23,-118.12
609960,48.23,-117.81
609961,48.23,-117.5
609962,48.23,-117.18
611095,48.54,-123.12
611096,48.54,-122.81
611097,48.547,-122.5
611098,48.54,-122.18
611099,48.54,-121.87
611100,48.54,-121.56
611101,48.54,-121.25
611102,48.54,-120.93
611103,48.54,-120.62
611104,48.54,-120.31
611105,48.54,-120
611106,48.54,-119.68
611107,48.54,-119.37
611108,48.54,-119.06
611109,48.54,-118.75
611110,48.54,-118.43
611111,48.54,-118.12
611112,48.54,-117.81
611113,48.54,-117.5
611114,48.54,-117.18
612247,48.859,-123.125
612248,48.859,-122.812
612249,48.85,-122.5
612250,48.85,-122.18
612251,48.85,-121.87
612252,48.85,-121.56
612253,48.85,-121.25
612254,48.85,-120.93
612255,48.85,-120.62
612256,48.85,-120.31
612257,48.85,-120
612258,48.85,-119.68
612259,48.85,-119.37
612260,48.85,-119.06
612261,48.85,-118.75
612262,48.85,-118.43
612263,48.85,-118.12
612264,48.85,-117.81
612265,48.85,-117.5
612266,48.85,-117.18
